contentid;pagetitle;tmplvarid;value
7532101;NV2-M-2R-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532101;NV2-M-2R-PK;96;V-образная (стандарт)
7532101;NV2-M-2R-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532101;NV2-M-2R-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532101;NV2-M-2R-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532101;NV2-M-2R-PK;123;2KM-V4B-PK-SS
7532101;NV2-M-2R-PK;126;2KM-V4B-PK-SS
7532102;NV2-M-4N-PK;6;assets/images/NV_M_s100.jpg
7532102;NV2-M-4N-PK;16;"NPT 1/4"""
7532102;NV2-M-4N-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532102;NV2-M-4N-PK;18;"{""18"":""0,37"",""25"":""4,3""}"
7532102;NV2-M-4N-PK;21;"NPT 1/4"" наруж."
7532102;NV2-M-4N-PK;38;V15B-M-4N-PK-BH
7532102;NV2-M-4N-PK;39;V15B-M-4N-PK
7532102;NV2-M-4N-PK;71;"от -54&#176;C до 232&#176;C"
7532102;NV2-M-4N-PK;82;PEEK
7532102;NV2-M-4N-PK;83;V
7532102;NV2-M-4N-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532102;NV2-M-4N-PK;91;SS-1VM4-PK
7532102;NV2-M-4N-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532102;NV2-M-4N-PK;96;V-образная (стандарт)
7532102;NV2-M-4N-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532102;NV2-M-4N-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532102;NV2-M-4N-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532102;NV2-M-4N-PK;123;4M-V4B-PK-SS
7532102;NV2-M-4N-PK;126;4M-V4B-PK-SS
7532103;NV2-M-4R-PK;6;assets/images/NV_M_s100.jpg
7532103;NV2-M-4R-PK;16;"RT 1/4"""
7532103;NV2-M-4R-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532103;NV2-M-4R-PK;18;"{""18"":""0,37"",""25"":""4,3""}"
7532103;NV2-M-4R-PK;21;"RT 1/4"" наруж."
7532103;NV2-M-4R-PK;38;V15B-M-4R-PK-BH
7532103;NV2-M-4R-PK;39;V15B-M-4R-PK
7532103;NV2-M-4R-PK;71;"от -54&#176;C до 232&#176;C"
7532103;NV2-M-4R-PK;82;PEEK
7532103;NV2-M-4R-PK;83;V
7532103;NV2-M-4R-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532103;NV2-M-4R-PK;91;SS-1VM4RT-PK
7532103;NV2-M-4R-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532103;NV2-M-4R-PK;96;V-образная (стандарт)
7532103;NV2-M-4R-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532103;NV2-M-4R-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532103;NV2-M-4R-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532103;NV2-M-4R-PK;123;4KM-V4B-PK-SS
7532103;NV2-M-4R-PK;126;4KM-V4B-PK-SS
7532104;NV3-M-4N-PK;6;assets/images/NV_M_s100.jpg
7532104;NV3-M-4N-PK;16;"NPT 1/4"""
7532104;NV3-M-4N-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532104;NV3-M-4N-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532104;NV3-M-4N-PK;21;"NPT 1/4"" наруж."
7532104;NV3-M-4N-PK;38;V15C-M-4N-PK-BH
7532104;NV3-M-4N-PK;39;V15C-M-4N-PK
7532104;NV3-M-4N-PK;71;"от -54&#176;C до 232&#176;C"
7532104;NV3-M-4N-PK;82;PEEK
7532104;NV3-M-4N-PK;83;V
7532104;NV3-M-4N-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532104;NV3-M-4N-PK;91;SS-1VM4-PK
7532104;NV3-M-4N-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532104;NV3-M-4N-PK;96;V-образная (стандарт)
7532104;NV3-M-4N-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532104;NV3-M-4N-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532104;NV3-M-4N-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532104;NV3-M-4N-PK;123;4M-V6B-PK-SS
7532104;NV3-M-4N-PK;126;4M-V6B-PK-SS
7532105;NV3-M-4R-PK;6;assets/images/NV_M_s100.jpg
7532105;NV3-M-4R-PK;16;"RT 1/4"""
7532105;NV3-M-4R-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532105;NV3-M-4R-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532105;NV3-M-4R-PK;21;"RT 1/4"" наруж."
7532105;NV3-M-4R-PK;38;V15C-M-4R-PK-BH
7532105;NV3-M-4R-PK;39;V15C-M-4R-PK
7532105;NV3-M-4R-PK;71;"от -54&#176;C до 232&#176;C"
7532105;NV3-M-4R-PK;82;PEEK
7532105;NV3-M-4R-PK;83;V
7532105;NV3-M-4R-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532105;NV3-M-4R-PK;91;SS-1VM4RT-PK
7532105;NV3-M-4R-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532105;NV3-M-4R-PK;96;V-образная (стандарт)
7532105;NV3-M-4R-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532105;NV3-M-4R-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532105;NV3-M-4R-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532105;NV3-M-4R-PK;123;4KM-V6B-PK-SS
7532105;NV3-M-4R-PK;126;4KM-V6B-PK-SS
7532106;NV3-M-6N-PK;6;assets/images/NV_M_s100.jpg
7532106;NV3-M-6N-PK;16;"NPT 3/8"""
7532106;NV3-M-6N-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532106;NV3-M-6N-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532106;NV3-M-6N-PK;21;"NPT 3/8"" наруж."
7532106;NV3-M-6N-PK;38;V15C-M-6N-PK-BH
7532106;NV3-M-6N-PK;39;V15C-M-6N-PK
7532106;NV3-M-6N-PK;71;"от -54&#176;C до 232&#176;C"
7532106;NV3-M-6N-PK;82;PEEK
7532106;NV3-M-6N-PK;83;V
7532106;NV3-M-6N-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532106;NV3-M-6N-PK;91;SS-1VM6-PK
7532106;NV3-M-6N-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532106;NV3-M-6N-PK;96;V-образная (стандарт)
7532106;NV3-M-6N-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532106;NV3-M-6N-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532106;NV3-M-6N-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532106;NV3-M-6N-PK;123;6M-V6B-PK-SS
7532106;NV3-M-6N-PK;126;6M-V6B-PK-SS
7532107;NV3-M-6R-PK;6;assets/images/NV_M_s100.jpg
7532107;NV3-M-6R-PK;16;"RT 3/8"""
7532107;NV3-M-6R-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532107;NV3-M-6R-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532107;NV3-M-6R-PK;21;"RT 3/8"" наруж."
7532107;NV3-M-6R-PK;38;V15C-M-6R-PK-BH
7532107;NV3-M-6R-PK;39;V15C-M-6R-PK
7532107;NV3-M-6R-PK;71;"от -54&#176;C до 232&#176;C"
7532107;NV3-M-6R-PK;82;PEEK
7532107;NV3-M-6R-PK;83;V
7532107;NV3-M-6R-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532107;NV3-M-6R-PK;91;SS-1VM6RT-PK
7532107;NV3-M-6R-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532107;NV3-M-6R-PK;96;V-образная (стандарт)
7532107;NV3-M-6R-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532107;NV3-M-6R-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532107;NV3-M-6R-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532107;NV3-M-6R-PK;123;6KM-V6B-PK-SS
7532107;NV3-M-6R-PK;126;6KM-V6B-PK-SS
7532108;NV4-M-8N-PK;6;assets/images/NV_M_s100.jpg
7532108;NV4-M-8N-PK;16;"NPT 1/2"""
7532108;NV4-M-8N-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532108;NV4-M-8N-PK;18;"{""18"":""1,8"",""25"":""9,5""}"
7532108;NV4-M-8N-PK;21;"NPT 1/2"" наруж."
7532108;NV4-M-8N-PK;38;V15D-M-8N-PK-BH
7532108;NV4-M-8N-PK;39;V15D-M-8N-PK
7532108;NV4-M-8N-PK;71;"от -54&#176;C до 232&#176;C"
7532108;NV4-M-8N-PK;82;PEEK
7532108;NV4-M-8N-PK;83;V
7532108;NV4-M-8N-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532108;NV4-M-8N-PK;91;SS-18VM8-PK
7532108;NV4-M-8N-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532108;NV4-M-8N-PK;96;V-образная (стандарт)
7532108;NV4-M-8N-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532108;NV4-M-8N-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532108;NV4-M-8N-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532108;NV4-M-8N-PK;123;8M-V8B-PK-SS
7532108;NV4-M-8N-PK;126;8M-V8B-PK-SS
7532109;NV4-M-8R-PK;6;assets/images/NV_M_s100.jpg
7532109;NV4-M-8R-PK;16;"RT 1/2"""
7532109;NV4-M-8R-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532109;NV4-M-8R-PK;18;"{""18"":""1,8"",""25"":""9,5""}"
7532109;NV4-M-8R-PK;21;"RT 1/2"" наруж."
7532109;NV4-M-8R-PK;38;V15D-M-8R-PK-BH
7532109;NV4-M-8R-PK;39;V15D-M-8R-PK
7532109;NV4-M-8R-PK;71;"от -54&#176;C до 232&#176;C"
7532109;NV4-M-8R-PK;82;PEEK
7532109;NV4-M-8R-PK;83;V
7532109;NV4-M-8R-PK;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532109;NV4-M-8R-PK;91;SS-18VM8RT-PK
7532109;NV4-M-8R-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532109;NV4-M-8R-PK;96;V-образная (стандарт)
7532109;NV4-M-8R-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532109;NV4-M-8R-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532109;NV4-M-8R-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532109;NV4-M-8R-PK;123;8KM-V8B-PK-SS
7532109;NV4-M-8R-PK;126;8KM-V8B-PK-SS
7532110;NV1-H-A-3M-PK;6;assets/images/NV_HA_s100.jpg
7532110;NV1-H-A-3M-PK;16;Hy-Lok 3mm
7532110;NV1-H-A-3M-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532110;NV1-H-A-3M-PK;18;"{""18"":""0,09"",""25"":""2""}"
7532110;NV1-H-A-3M-PK;21;Hy-Lok 3mm
7532110;NV1-H-A-3M-PK;38;V15A-D-A-3M-PK-BH
7532110;NV1-H-A-3M-PK;39;V15A-D-A-3M-PK
7532110;NV1-H-A-3M-PK;71;"от -54&#176;C до 232&#176;C"
7532110;NV1-H-A-3M-PK;82;PEEK
7532110;NV1-H-A-3M-PK;83;V
7532110;NV1-H-A-3M-PK;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532110;NV1-H-A-3M-PK;91;SS-OVS3MM-A-PK
7532110;NV1-H-A-3M-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532110;NV1-H-A-3M-PK;96;V-образная (стандарт)
7532110;NV1-H-A-3M-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532110;NV1-H-A-3M-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532110;NV1-H-A-3M-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532110;NV1-H-A-3M-PK;123;M3A-V2AB-PK-SS
7532110;NV1-H-A-3M-PK;126;M3A-V2AB-PK-SS
7532111;NV2-H-A-6M-PK;6;assets/images/NV_HA_s100.jpg
7532111;NV2-H-A-6M-PK;16;Hy-Lok 6mm
7532111;NV2-H-A-6M-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532111;NV2-H-A-6M-PK;18;"{""18"":""0,37"",""25"":""4,3""}"
7532111;NV2-H-A-6M-PK;21;Hy-Lok 6mm
7532111;NV2-H-A-6M-PK;38;V15B-D-A-6M-PK-BH
7532111;NV2-H-A-6M-PK;39;V15B-D-A-6M-PK
7532111;NV2-H-A-6M-PK;71;"от -54&#176;C до 232&#176;C"
7532111;NV2-H-A-6M-PK;82;PEEK
7532111;NV2-H-A-6M-PK;83;V
7532111;NV2-H-A-6M-PK;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532111;NV2-H-A-6M-PK;91;SS-1VS6MM-A-PK
7532111;NV2-H-A-6M-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532111;NV2-H-A-6M-PK;96;V-образная (стандарт)
7532111;NV2-H-A-6M-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532111;NV2-H-A-6M-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532111;NV2-H-A-6M-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532111;NV2-H-A-6M-PK;123;M6A-V4AB-PK-SS
7532111;NV2-H-A-6M-PK;126;M6A-V4AB-PK-SS
7532112;NV2-H-A-8M-PK;6;assets/images/NV_HA_s100.jpg
7532112;NV2-H-A-8M-PK;16;Hy-Lok 8mm
7532112;NV2-H-A-8M-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532112;NV2-H-A-8M-PK;18;"{""18"":""0,37"",""25"":""4,3""}"
7532112;NV2-H-A-8M-PK;21;Hy-Lok 8mm
7532112;NV2-H-A-8M-PK;38;V15B-D-A-8M-PK-BH
7532112;NV2-H-A-8M-PK;39;V15B-D-A-8M-PK
7532112;NV2-H-A-8M-PK;71;"от -54&#176;C до 232&#176;C"
7532112;NV2-H-A-8M-PK;82;PEEK
7532112;NV2-H-A-8M-PK;83;V
7532112;NV2-H-A-8M-PK;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532112;NV2-H-A-8M-PK;91;SS-1VS8MM-A-PK
7532112;NV2-H-A-8M-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532112;NV2-H-A-8M-PK;96;V-образная (стандарт)
7532112;NV2-H-A-8M-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532112;NV2-H-A-8M-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532112;NV2-H-A-8M-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532112;NV2-H-A-8M-PK;123;M8A-V4AB-PK-SS
7532112;NV2-H-A-8M-PK;126;M8A-V4AB-PK-SS
7532113;NV3-H-A-10M-PK;6;assets/images/NV_HA_s100.jpg
7532113;NV3-H-A-10M-PK;16;Hy-Lok 10mm
7532113;NV3-H-A-10M-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532113;NV3-H-A-10M-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532113;NV3-H-A-10M-PK;21;Hy-Lok 10mm
7532113;NV3-H-A-10M-PK;38;V15C-D-A-10M-PK-BH
7532113;NV3-H-A-10M-PK;39;V15C-D-A-10M-PK
7532113;NV3-H-A-10M-PK;71;"от -54&#176;C до 232&#176;C"
7532113;NV3-H-A-10M-PK;82;PEEK
7532113;NV3-H-A-10M-PK;83;V
7532113;NV3-H-A-10M-PK;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532113;NV3-H-A-10M-PK;91;SS-1VS10MM-A-PK
7532113;NV3-H-A-10M-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532113;NV3-H-A-10M-PK;96;V-образная (стандарт)
7532113;NV3-H-A-10M-PK;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532113;NV3-H-A-10M-PK;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532113;NV3-H-A-10M-PK;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532113;NV3-H-A-10M-PK;123;M10A-V6AB-PK-SS
7532113;NV3-H-A-10M-PK;126;M10A-V6AB-PK-SS
7532114;NV3-H-A-12M-PK;6;assets/images/NV_HA_s100.jpg
7532114;NV3-H-A-12M-PK;16;Hy-Lok 12mm
7532114;NV3-H-A-12M-PK;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532114;NV3-H-A-12M-PK;18;"{""18"":""0,73"",""25"":""6,3""}"
7532114;NV3-H-A-12M-PK;21;Hy-Lok 12mm
7532114;NV3-H-A-12M-PK;38;V15C-D-A-12M-PK-BH
7532114;NV3-H-A-12M-PK;39;V15C-D-A-12M-PK
7532114;NV3-H-A-12M-PK;71;"от -54&#176;C до 232&#176;C"
7532114;NV3-H-A-12M-PK;82;PEEK
7532114;NV3-H-A-12M-PK;83;V
7532114;NV3-H-A-12M-PK;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532114;NV3-H-A-12M-PK;91;SS-1VS12MM-A-PK
7532114;NV3-H-A-12M-PK;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532114;NV3-H-A-12M-PK;96;V-образная (стандарт)
